job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python
2158,Machine Learning Engineer,MNC,Finance,Canada,Hybrid,Mid,8,Bachelor,0
2159,Data Engineer,Medium,Healthcare,USA,Hybrid,Senior,7,PhD,1
2160,AI Engineer,Startup,Finance,USA,Remote,Senior,6,Master,0
2161,AI Engineer,Medium,Education,UK,Onsite,Mid,3,PhD,1
2162,Data Scientist,MNC,Retail,Germany,Hybrid,Entry,4,Master,0
2163,Machine Learning Engineer,Startup,Finance,UK,Remote,Mid,2,Master,0
2164,Machine Learning Engineer,Enterprise,Finance,India,Hybrid,Mid,2,PhD,1
2165,AI Engineer,Startup,E-commerce,UK,Hybrid,Mid,6,Master,0
2166,AI Engineer,Startup,Technology,India,Onsite,Mid,9,Master,1
2167,Machine Learning Engineer,MNC,Retail,Singapore,Onsite,Senior,2,Master,0
2168,Data Scientist,Startup,Education,Germany,Hybrid,Senior,13,Master,0
2169,Data Engineer,Enterprise,Education,Singapore,Hybrid,Senior,5,PhD,0
2170,AI Engineer,MNC,E-commerce,UK,Onsite,Senior,7,Master,0
2171,Data Engineer,MNC,Technology,Australia,Remote,Mid,12,Master,0
2172,AI Engineer,MNC,Retail,Canada,Onsite,Senior,14,PhD,0
2173,Data Analyst,MNC,Retail,Canada,Hybrid,Entry,6,Bachelor,0
2174,AI Engineer,Enterprise,Education,India,Remote,Senior,14,PhD,1
2175,AI Engineer,Medium,E-commerce,USA,Remote,Senior,14,Bachelor,1
2176,Data Analyst,Medium,Healthcare,Australia,Remote,Senior,11,Bachelor,0
2177,Data Analyst,MNC,E-commerce,USA,Hybrid,Mid,2,PhD,1
2178,Data Scientist,MNC,Technology,UK,Onsite,Mid,10,Master,1
2179,Business Analyst,Startup,Finance,Singapore,Onsite,Senior,4,Bachelor,1
2180,Machine Learning Engineer,Enterprise,Education,Germany,Onsite,Senior,1,PhD,0
2181,Data Analyst,MNC,Retail,India,Remote,Mid,1,Master,1
2182,Data Engineer,Enterprise,Education,Canada,Hybrid,Senior,11,PhD,0
2183,Business Analyst,Startup,Finance,Singapore,Onsite,Mid,12,PhD,1
2184,Machine Learning Engineer,Enterprise,E-commerce,Australia,Onsite,Mid,14,PhD,0
2185,Data Engineer,MNC,Retail,Australia,Hybrid,Senior,5,Bachelor,1
2186,Data Scientist,Enterprise,Healthcare,Germany,Hybrid,Entry,6,Master,0
2187,Business Analyst,Medium,Finance,Canada,Onsite,Mid,14,PhD,0
2188,Business Analyst,Enterprise,Healthcare,Canada,Remote,Entry,1,Master,0
2189,AI Engineer,MNC,Education,Canada,Onsite,Senior,3,PhD,0
2190,Business Analyst,Enterprise,Technology,USA,Onsite,Senior,11,PhD,0
2191,Machine Learning Engineer,Enterprise,E-commerce,Germany,Hybrid,Entry,7,PhD,1
2192,Data Analyst,Startup,E-commerce,India,Hybrid,Mid,3,Master,0
2193,Business Analyst,Startup,Education,UK,Hybrid,Entry,11,Bachelor,1
2194,Data Analyst,Medium,Retail,Germany,Hybrid,Entry,8,Bachelor,0
2195,Business Analyst,MNC,Retail,Singapore,Onsite,Entry,10,Bachelor,0
2196,AI Engineer,Medium,E-commerce,Canada,Onsite,Entry,0,Bachelor,0
2197,Data Scientist,MNC,Finance,Australia,Onsite,Entry,5,Master,0
2198,Data Scientist,Enterprise,Finance,India,Hybrid,Entry,5,PhD,0
2199,Business Analyst,MNC,Healthcare,Australia,Hybrid,Entry,2,Bachelor,1
2200,Machine Learning Engineer,Medium,E-commerce,UK,Onsite,Entry,10,Master,1
2201,Data Engineer,Startup,Technology,Germany,Onsite,Mid,9,Bachelor,0
2202,AI Engineer,Enterprise,E-commerce,USA,Hybrid,Mid,10,Master,1
2203,Machine Learning Engineer,MNC,E-commerce,India,Hybrid,Senior,7,PhD,0
2204,Data Scientist,Startup,Technology,USA,Remote,Mid,12,PhD,1
2205,Data Analyst,Medium,E-commerce,Australia,Hybrid,Entry,13,Bachelor,0
2206,AI Engineer,MNC,E-commerce,Canada,Remote,Mid,9,Bachelor,1
2207,Data Analyst,MNC,Retail,Singapore,Hybrid,Senior,7,Bachelor,1
2208,Machine Learning Engineer,Startup,Retail,India,Remote,Mid,10,Bachelor,1
2209,AI Engineer,Enterprise,Healthcare,UK,Remote,Mid,2,PhD,0
2210,AI Engineer,Startup,Technology,USA,Hybrid,Senior,11,PhD,1
2211,AI Engineer,Medium,E-commerce,Singapore,Hybrid,Entry,9,PhD,0
2212,Data Scientist,Startup,Finance,India,Remote,Senior,9,Bachelor,1
2213,Data Scientist,MNC,Retail,Singapore,Hybrid,Mid,2,Master,1
2214,Data Scientist,Medium,Retail,USA,Onsite,Entry,12,PhD,1
2215,Data Analyst,Startup,Retail,Germany,Hybrid,Mid,8,Bachelor,0
2216,Data Scientist,Startup,Retail,UK,Hybrid,Entry,11,Bachelor,0
2217,Business Analyst,Enterprise,Finance,UK,Remote,Entry,6,PhD,1
2218,Data Scientist,Medium,Education,India,Hybrid,Mid,2,PhD,1
2219,Machine Learning Engineer,Startup,E-commerce,India,Remote,Entry,12,PhD,1
2220,Data Engineer,Startup,Finance,UK,Onsite,Mid,0,Master,0
2221,Data Analyst,MNC,E-commerce,Germany,Onsite,Senior,5,Bachelor,1
2222,AI Engineer,Medium,Finance,Singapore,Hybrid,Senior,7,Bachelor,1
2223,AI Engineer,Medium,Retail,Germany,Remote,Entry,11,PhD,0
2224,Data Scientist,Medium,Technology,Canada,Hybrid,Senior,7,Bachelor,1
2225,AI Engineer,MNC,Technology,Singapore,Remote,Senior,14,PhD,0
2226,AI Engineer,Startup,E-commerce,Germany,Remote,Senior,1,Master,0
2227,Business Analyst,Startup,Finance,USA,Onsite,Mid,12,PhD,1
2228,AI Engineer,MNC,Retail,Germany,Remote,Entry,9,Bachelor,1
2229,Data Analyst,Enterprise,E-commerce,India,Onsite,Mid,14,Bachelor,0
2230,Business Analyst,MNC,Healthcare,Germany,Remote,Senior,5,Bachelor,0
2231,Data Analyst,Medium,Healthcare,Canada,Remote,Senior,7,PhD,1
2232,Data Scientist,MNC,Healthcare,UK,Hybrid,Entry,4,PhD,0
2233,Machine Learning Engineer,MNC,E-commerce,Australia,Onsite,Senior,10,Master,0
2234,Machine Learning Engineer,MNC,E-commerce,Australia,Remote,Entry,2,Bachelor,0
2235,Business Analyst,MNC,Healthcare,Germany,Remote,Entry,1,Master,1
2236,AI Engineer,Medium,Technology,UK,Onsite,Senior,7,Bachelor,1
2237,Data Analyst,Medium,Finance,Australia,Onsite,Entry,14,Master,0
2238,Business Analyst,Medium,Healthcare,Canada,Onsite,Entry,4,Master,0
2239,Machine Learning Engineer,Medium,Retail,UK,Onsite,Senior,7,PhD,1
2240,Machine Learning Engineer,MNC,Finance,USA,Onsite,Senior,6,Bachelor,0
2241,Data Engineer,Enterprise,Retail,Germany,Onsite,Mid,13,Master,1
2242,Business Analyst,MNC,Retail,India,Onsite,Senior,9,PhD,1
2243,AI Engineer,Enterprise,Retail,Germany,Onsite,Entry,1,Master,0
2244,Data Analyst,MNC,Education,Singapore,Onsite,Entry,3,Bachelor,1
2245,AI Engineer,Startup,Healthcare,Canada,Hybrid,Senior,3,Bachelor,1
2246,Data Scientist,Startup,Technology,India,Hybrid,Entry,1,Bachelor,1
2247,Business Analyst,Medium,Retail,Canada,Onsite,Senior,10,Bachelor,0
2248,Data Scientist,Enterprise,Education,Australia,Remote,Senior,0,Master,0
2249,Business Analyst,Enterprise,Finance,USA,Remote,Senior,10,PhD,1
2250,Data Scientist,Medium,Finance,Canada,Remote,Mid,5,PhD,1
2251,Data Analyst,Medium,Technology,USA,Hybrid,Mid,0,Bachelor,1
2252,Machine Learning Engineer,Medium,Education,Germany,Remote,Senior,4,PhD,1
2253,Machine Learning Engineer,Enterprise,Technology,Germany,Onsite,Entry,12,PhD,0
2254,AI Engineer,Enterprise,E-commerce,USA,Onsite,Entry,10,PhD,1
2255,Data Analyst,Enterprise,Finance,UK,Hybrid,Entry,12,Bachelor,1
2256,Data Analyst,MNC,Education,Canada,Remote,Mid,2,Bachelor,1
2257,Data Analyst,Enterprise,Healthcare,Canada,Onsite,Senior,1,Bachelor,1
2258,Machine Learning Engineer,MNC,Finance,India,Onsite,Mid,7,Master,1
2259,Business Analyst,MNC,Finance,USA,Remote,Senior,10,Master,1
2260,Data Engineer,Medium,E-commerce,Australia,Remote,Senior,5,Master,0
2261,Data Analyst,Enterprise,E-commerce,Germany,Onsite,Entry,13,PhD,0
2262,Machine Learning Engineer,MNC,Finance,UK,Hybrid,Entry,13,Bachelor,0
2263,Data Engineer,Medium,Healthcare,Canada,Hybrid,Mid,12,Bachelor,1
2264,Business Analyst,Startup,Education,Singapore,Hybrid,Senior,12,Bachelor,0
2265,Data Scientist,MNC,Technology,Australia,Hybrid,Mid,14,Bachelor,0
2266,AI Engineer,Enterprise,Technology,Singapore,Onsite,Entry,5,PhD,1
2267,Data Analyst,Startup,Retail,UK,Hybrid,Mid,8,PhD,1
2268,Machine Learning Engineer,Enterprise,Finance,USA,Hybrid,Entry,6,Master,1
2269,Data Engineer,Enterprise,Healthcare,Canada,Onsite,Mid,10,PhD,1
2270,Data Scientist,Enterprise,Retail,India,Hybrid,Mid,7,Bachelor,0
2271,AI Engineer,MNC,Healthcare,Canada,Hybrid,Senior,0,Master,0
2272,AI Engineer,Medium,Technology,Australia,Onsite,Entry,7,Bachelor,1
2273,Data Engineer,MNC,Finance,USA,Onsite,Mid,2,Bachelor,1
2274,Data Engineer,Enterprise,Education,Canada,Remote,Senior,2,Bachelor,0
2275,Data Analyst,Startup,Retail,UK,Remote,Mid,4,Master,0
2276,Data Analyst,Startup,Education,Singapore,Hybrid,Senior,4,Master,0
2277,Business Analyst,Medium,Technology,USA,Hybrid,Senior,6,Master,0
2278,Data Scientist,MNC,Finance,Canada,Remote,Entry,0,PhD,0
2279,Business Analyst,MNC,Education,UK,Hybrid,Senior,4,PhD,0
2280,AI Engineer,Startup,Education,Germany,Onsite,Mid,12,Master,0
2281,Business Analyst,MNC,E-commerce,India,Hybrid,Entry,3,PhD,1
2282,Machine Learning Engineer,Medium,Finance,India,Remote,Mid,3,Bachelor,1
2283,Data Scientist,Startup,Retail,Canada,Onsite,Senior,12,PhD,0
2284,AI Engineer,Medium,E-commerce,Germany,Onsite,Senior,10,Bachelor,0
2285,AI Engineer,MNC,Education,Australia,Remote,Mid,2,PhD,0
2286,Data Analyst,Medium,E-commerce,Singapore,Onsite,Senior,7,Master,1
2287,AI Engineer,Medium,Retail,Singapore,Onsite,Senior,4,PhD,1
2288,Machine Learning Engineer,MNC,Technology,Singapore,Hybrid,Senior,5,Master,1
2289,Data Scientist,MNC,Education,UK,Onsite,Mid,13,Master,0
2290,AI Engineer,Medium,Retail,Canada,Onsite,Senior,4,PhD,1
2291,Data Analyst,Enterprise,E-commerce,Singapore,Remote,Mid,2,Bachelor,1
2292,Data Engineer,MNC,Technology,Canada,Remote,Senior,14,Master,0
2293,AI Engineer,Medium,Finance,India,Remote,Entry,9,Bachelor,0
2294,AI Engineer,Startup,Retail,Germany,Remote,Senior,0,Bachelor,1
2295,Business Analyst,Startup,Retail,UK,Remote,Mid,10,Master,1
2296,Data Analyst,Enterprise,Retail,UK,Remote,Senior,13,PhD,1
2297,Business Analyst,Startup,Technology,Canada,Hybrid,Senior,1,Master,1
2298,Data Engineer,Startup,Retail,Singapore,Onsite,Senior,0,PhD,1
2299,Data Scientist,MNC,Retail,Australia,Remote,Senior,14,Bachelor,1
2300,Machine Learning Engineer,Enterprise,Finance,Canada,Onsite,Senior,12,PhD,1
2301,Business Analyst,Enterprise,Healthcare,Singapore,Remote,Mid,8,PhD,1
2302,Business Analyst,Medium,E-commerce,Singapore,Onsite,Senior,8,PhD,1
2303,Data Engineer,Startup,Retail,UK,Onsite,Mid,4,Master,0
2304,Business Analyst,Medium,Finance,Canada,Remote,Senior,1,PhD,1
2305,Machine Learning Engineer,Medium,E-commerce,USA,Onsite,Mid,1,PhD,0
2306,Data Scientist,MNC,Finance,Singapore,Onsite,Mid,2,Bachelor,1
2307,Data Scientist,Enterprise,Healthcare,Singapore,Onsite,Mid,0,Master,1
2308,Data Scientist,Medium,Education,USA,Hybrid,Entry,14,PhD,1
2309,AI Engineer,MNC,E-commerce,India,Hybrid,Mid,0,PhD,1
2310,Data Analyst,Medium,Technology,Canada,Remote,Senior,13,Bachelor,1
2311,AI Engineer,MNC,E-commerce,Canada,Onsite,Mid,13,Master,0
2312,Business Analyst,Medium,Healthcare,Germany,Hybrid,Mid,12,Bachelor,1
2313,Data Scientist,MNC,Retail,Australia,Hybrid,Senior,2,Bachelor,1
2314,Data Engineer,Medium,Finance,Australia,Hybrid,Entry,7,Master,0
2315,Data Scientist,MNC,E-commerce,UK,Remote,Senior,4,Bachelor,1
2316,Data Engineer,Startup,Healthcare,India,Hybrid,Mid,5,Bachelor,0
2317,AI Engineer,Medium,Healthcare,Canada,Hybrid,Entry,12,PhD,0
2318,Data Analyst,MNC,Retail,USA,Remote,Mid,4,PhD,0
2319,AI Engineer,Startup,Retail,Canada,Hybrid,Mid,3,Master,0
2320,Data Engineer,Medium,Education,Canada,Remote,Senior,3,PhD,0
2321,Data Engineer,Startup,Retail,Australia,Onsite,Entry,10,Bachelor,0
2322,AI Engineer,Enterprise,Education,Australia,Remote,Senior,6,Master,0
2323,Data Scientist,Enterprise,Education,Canada,Onsite,Mid,8,PhD,0
2324,Business Analyst,Enterprise,Education,Canada,Hybrid,Senior,10,Bachelor,1
2325,Machine Learning Engineer,Medium,Education,Australia,Onsite,Senior,2,PhD,1
2326,Data Engineer,MNC,Healthcare,UK,Remote,Senior,14,PhD,0
2327,AI Engineer,Startup,Retail,Australia,Remote,Entry,7,Master,0
2328,Machine Learning Engineer,Enterprise,Finance,Australia,Remote,Entry,13,Bachelor,0
2329,AI Engineer,MNC,Retail,USA,Onsite,Entry,8,Bachelor,0
2330,Data Analyst,MNC,Retail,USA,Onsite,Entry,14,PhD,0
2331,Data Scientist,Medium,Finance,India,Onsite,Mid,4,PhD,1
2332,Data Analyst,Medium,Technology,Germany,Onsite,Mid,2,Master,0
2333,Business Analyst,Startup,Healthcare,USA,Onsite,Senior,14,PhD,1
2334,Data Analyst,Medium,Retail,Germany,Onsite,Mid,8,Master,1
2335,Machine Learning Engineer,Enterprise,E-commerce,Canada,Hybrid,Mid,2,Master,1
2336,Data Analyst,MNC,Education,Germany,Hybrid,Mid,8,Bachelor,0
2337,Machine Learning Engineer,Startup,E-commerce,Germany,Onsite,Senior,1,Bachelor,0
2338,Business Analyst,Medium,Education,India,Onsite,Entry,12,PhD,1
2339,Data Analyst,Enterprise,Finance,UK,Onsite,Entry,11,Bachelor,1
2340,Data Analyst,Startup,Education,Singapore,Hybrid,Mid,14,Master,1
2341,Data Engineer,Enterprise,Education,Canada,Remote,Mid,10,Master,1
2342,Data Scientist,Medium,Retail,Singapore,Hybrid,Mid,11,Bachelor,1
2343,Machine Learning Engineer,Medium,Finance,UK,Hybrid,Entry,8,Master,1
2344,AI Engineer,MNC,E-commerce,Canada,Hybrid,Senior,5,PhD,0
2345,Data Engineer,Startup,E-commerce,Canada,Hybrid,Mid,14,Bachelor,0
2346,Data Scientist,Enterprise,Retail,India,Remote,Entry,9,PhD,1
2347,Data Analyst,Medium,Finance,Germany,Onsite,Mid,5,Bachelor,0
2348,Data Scientist,Medium,Finance,USA,Remote,Entry,3,Master,0
2349,Data Analyst,Enterprise,Healthcare,Singapore,Hybrid,Entry,12,PhD,0
2350,Data Scientist,Medium,Healthcare,UK,Hybrid,Mid,14,Bachelor,0
2351,Data Analyst,MNC,Retail,USA,Hybrid,Senior,14,PhD,1
2352,Data Scientist,Medium,Retail,India,Remote,Entry,10,PhD,0
2353,Machine Learning Engineer,Enterprise,Education,USA,Onsite,Entry,10,Master,0
2354,Data Engineer,Startup,Retail,India,Hybrid,Senior,8,PhD,0
2355,Business Analyst,Medium,Education,India,Remote,Mid,7,Master,1
2356,AI Engineer,MNC,Retail,Germany,Onsite,Mid,4,Master,1
2357,Data Scientist,MNC,E-commerce,Canada,Hybrid,Entry,3,Bachelor,1
2358,Machine Learning Engineer,Medium,Retail,Singapore,Onsite,Entry,5,Master,0
2359,Machine Learning Engineer,Enterprise,E-commerce,Australia,Hybrid,Entry,0,Master,0
2360,Machine Learning Engineer,Enterprise,Technology,India,Hybrid,Entry,7,Master,0
2361,Business Analyst,Startup,Retail,Australia,Onsite,Mid,6,PhD,1
2362,Data Engineer,Startup,Education,India,Remote,Entry,7,PhD,1
2363,Machine Learning Engineer,Medium,Healthcare,Germany,Onsite,Senior,0,PhD,0
2364,Data Scientist,Medium,Retail,India,Hybrid,Entry,10,PhD,0
2365,Data Analyst,MNC,Retail,Germany,Onsite,Entry,5,Bachelor,0
2366,Business Analyst,Medium,E-commerce,Singapore,Hybrid,Mid,10,Bachelor,0
2367,AI Engineer,Medium,E-commerce,Canada,Remote,Entry,1,Bachelor,0
2368,Business Analyst,Medium,Healthcare,Canada,Onsite,Mid,6,Master,0
2369,AI Engineer,Enterprise,Finance,Canada,Onsite,Entry,12,Bachelor,0
2370,Data Analyst,Medium,Education,Singapore,Hybrid,Mid,13,Bachelor,1
2371,Machine Learning Engineer,Medium,E-commerce,UK,Hybrid,Senior,2,Master,0
2372,AI Engineer,MNC,Retail,UK,Hybrid,Senior,12,Master,0
2373,Data Analyst,Enterprise,Finance,Canada,Hybrid,Mid,9,Bachelor,1
2374,Data Engineer,Startup,Finance,Australia,Onsite,Senior,10,PhD,0
2375,Data Engineer,Medium,Healthcare,India,Remote,Entry,10,Bachelor,0
2376,Business Analyst,Startup,E-commerce,Germany,Hybrid,Mid,13,Master,1
2377,Machine Learning Engineer,Medium,E-commerce,India,Remote,Mid,8,Master,0
2378,Data Engineer,Startup,Finance,Singapore,Hybrid,Mid,14,Bachelor,0
2379,Data Scientist,Startup,E-commerce,India,Hybrid,Mid,6,Master,0
2380,Data Analyst,MNC,Education,USA,Onsite,Entry,5,PhD,0
2381,Machine Learning Engineer,Enterprise,E-commerce,UK,Onsite,Mid,9,Bachelor,0
2382,AI Engineer,Enterprise,Finance,Singapore,Hybrid,Mid,1,Master,0
2383,Business Analyst,Medium,Technology,Canada,Onsite,Senior,1,PhD,1
2384,Business Analyst,Medium,Retail,India,Onsite,Entry,4,Master,0
2385,AI Engineer,MNC,E-commerce,Canada,Onsite,Mid,0,Master,0
2386,Data Engineer,MNC,Healthcare,UK,Remote,Mid,6,PhD,0
2387,Data Scientist,Enterprise,Education,USA,Hybrid,Entry,14,Bachelor,0
2388,Data Analyst,Startup,Education,India,Hybrid,Entry,7,Master,0
2389,Machine Learning Engineer,Enterprise,Education,India,Remote,Mid,6,PhD,0
2390,Machine Learning Engineer,Enterprise,Retail,UK,Remote,Entry,2,Master,0
2391,Data Analyst,Startup,Education,India,Remote,Entry,13,Master,1
2392,Data Scientist,MNC,E-commerce,Germany,Hybrid,Mid,7,Master,1
2393,Data Scientist,Startup,Finance,Australia,Remote,Mid,3,Bachelor,1
2394,Data Analyst,Medium,Retail,India,Hybrid,Entry,1,Bachelor,0
2395,Business Analyst,Medium,Technology,UK,Remote,Entry,5,Master,0
2396,Data Scientist,Enterprise,Finance,Singapore,Hybrid,Entry,11,PhD,0
2397,Machine Learning Engineer,Startup,Technology,UK,Remote,Senior,5,PhD,1
2398,Machine Learning Engineer,Medium,Technology,Germany,Hybrid,Entry,8,PhD,0
2399,Business Analyst,Startup,Retail,Singapore,Remote,Mid,7,Bachelor,1
2400,Machine Learning Engineer,Medium,E-commerce,Australia,Onsite,Entry,0,PhD,1
2401,Machine Learning Engineer,Medium,Education,Singapore,Onsite,Mid,3,Bachelor,0
2402,AI Engineer,MNC,Technology,UK,Onsite,Entry,14,Bachelor,0
2403,AI Engineer,Startup,Retail,USA,Remote,Mid,11,Bachelor,0
2404,Data Analyst,Startup,Healthcare,Singapore,Hybrid,Mid,0,PhD,1
2405,Data Engineer,Medium,Finance,Australia,Remote,Entry,8,Bachelor,1
2406,Data Engineer,MNC,Technology,Canada,Onsite,Entry,1,PhD,0
2407,Data Scientist,MNC,E-commerce,Germany,Remote,Mid,1,Master,1
2408,Data Scientist,Startup,Retail,India,Hybrid,Entry,2,Master,0
2409,Machine Learning Engineer,Medium,Education,UK,Remote,Entry,13,Bachelor,1
2410,Machine Learning Engineer,Startup,Education,Singapore,Hybrid,Mid,6,PhD,0
2411,Data Engineer,MNC,Technology,Germany,Hybrid,Entry,8,PhD,0
2412,Business Analyst,Startup,Technology,India,Hybrid,Mid,7,Bachelor,0
2413,Data Engineer,Startup,Retail,Germany,Remote,Entry,6,PhD,0
2414,Machine Learning Engineer,Medium,Finance,UK,Hybrid,Senior,4,PhD,0
2415,Business Analyst,Enterprise,E-commerce,Germany,Remote,Senior,13,Bachelor,0
2416,Data Engineer,Medium,E-commerce,UK,Onsite,Mid,9,Bachelor,1
2417,Data Analyst,Enterprise,Technology,Singapore,Onsite,Mid,4,Bachelor,0
2418,Machine Learning Engineer,MNC,E-commerce,India,Hybrid,Senior,13,PhD,1
2419,AI Engineer,Startup,Healthcare,Singapore,Onsite,Mid,5,Master,0
2420,Business Analyst,MNC,Education,UK,Onsite,Mid,8,Bachelor,1
2421,Machine Learning Engineer,Startup,E-commerce,USA,Remote,Entry,13,Bachelor,0
2422,Data Scientist,Startup,Technology,UK,Onsite,Entry,6,Master,1
2423,AI Engineer,MNC,Technology,Singapore,Onsite,Entry,5,Master,0
2424,Data Engineer,Enterprise,Finance,India,Remote,Senior,10,Master,0
2425,Data Scientist,Startup,Retail,USA,Onsite,Mid,3,Bachelor,1
2426,Data Engineer,MNC,Education,India,Remote,Entry,1,PhD,1
2427,Machine Learning Engineer,MNC,E-commerce,India,Hybrid,Entry,6,Master,0
2428,Machine Learning Engineer,Medium,Healthcare,Singapore,Remote,Mid,13,Master,0
2429,Machine Learning Engineer,Startup,Finance,Germany,Remote,Mid,11,Master,0
2430,AI Engineer,MNC,Finance,Australia,Onsite,Entry,8,Bachelor,0
2431,Business Analyst,MNC,Finance,Canada,Onsite,Senior,12,Master,1
2432,Machine Learning Engineer,Enterprise,E-commerce,Australia,Hybrid,Entry,10,Master,1
2433,Data Engineer,Startup,Technology,Germany,Hybrid,Senior,11,Master,0
2434,AI Engineer,Medium,Technology,Singapore,Remote,Senior,7,PhD,0
2435,AI Engineer,Startup,Education,India,Onsite,Mid,2,PhD,0
2436,Data Analyst,Startup,Retail,Singapore,Remote,Mid,4,PhD,1
2437,Data Analyst,MNC,Technology,USA,Onsite,Entry,10,Master,0
2438,Data Analyst,Enterprise,Retail,Canada,Onsite,Senior,7,Master,1
2439,Data Engineer,Startup,Technology,Singapore,Onsite,Senior,7,Bachelor,1
2440,Data Scientist,MNC,Retail,Singapore,Onsite,Mid,11,Master,1
2441,Data Scientist,Medium,Finance,Germany,Onsite,Senior,12,PhD,1
2442,Data Engineer,Startup,E-commerce,UK,Onsite,Senior,3,Master,1
2443,AI Engineer,Medium,Education,Canada,Hybrid,Mid,5,PhD,0
2444,Data Analyst,Startup,Healthcare,India,Hybrid,Mid,10,Bachelor,0
2445,AI Engineer,MNC,Retail,UK,Hybrid,Entry,5,Master,1
2446,Machine Learning Engineer,Enterprise,Education,India,Hybrid,Entry,4,Bachelor,0
2447,Machine Learning Engineer,Medium,Healthcare,USA,Hybrid,Mid,13,PhD,1
2448,AI Engineer,MNC,Technology,Singapore,Hybrid,Senior,14,PhD,1
2449,Data Scientist,Enterprise,E-commerce,Canada,Hybrid,Mid,4,Master,0
2450,Data Scientist,Startup,E-commerce,India,Onsite,Entry,3,Master,0
2451,AI Engineer,Startup,Education,Canada,Onsite,Senior,11,Master,1
2452,Data Analyst,Enterprise,Finance,UK,Remote,Entry,13,PhD,1
2453,AI Engineer,Enterprise,Healthcare,USA,Hybrid,Entry,3,PhD,1
2454,Data Scientist,MNC,Education,Australia,Onsite,Mid,6,Master,0
2455,Business Analyst,Enterprise,Education,USA,Hybrid,Mid,7,PhD,1
2456,Data Engineer,Enterprise,E-commerce,Singapore,Hybrid,Entry,12,PhD,0
2457,Machine Learning Engineer,Medium,Retail,Canada,Onsite,Mid,12,Bachelor,1
2458,Machine Learning Engineer,MNC,Finance,USA,Onsite,Mid,6,PhD,1
2459,Data Engineer,Enterprise,Education,Singapore,Onsite,Mid,11,Bachelor,1
2460,Data Analyst,MNC,Healthcare,Canada,Onsite,Senior,3,Master,1
2461,Machine Learning Engineer,Startup,Technology,India,Hybrid,Entry,4,Bachelor,0
2462,Data Analyst,Enterprise,Technology,Canada,Remote,Senior,12,Master,0
2463,Data Analyst,Enterprise,Healthcare,UK,Remote,Entry,11,Bachelor,0
2464,Machine Learning Engineer,Enterprise,Education,Canada,Hybrid,Mid,14,Master,0
2465,Data Scientist,Startup,Education,UK,Onsite,Mid,11,PhD,0
2466,AI Engineer,Startup,Retail,Canada,Remote,Entry,12,PhD,0
2467,Machine Learning Engineer,MNC,Healthcare,UK,Hybrid,Senior,11,PhD,0
2468,Data Engineer,Medium,E-commerce,UK,Hybrid,Mid,7,PhD,1
2469,AI Engineer,Medium,Technology,Canada,Onsite,Entry,6,Master,0
2470,Data Analyst,Startup,Retail,Canada,Remote,Senior,13,Bachelor,1
2471,Business Analyst,Enterprise,Healthcare,India,Onsite,Mid,8,Bachelor,0
2472,Data Analyst,Enterprise,Retail,Australia,Onsite,Entry,5,PhD,1
2473,Data Analyst,MNC,E-commerce,Australia,Onsite,Senior,8,Bachelor,1
2474,Business Analyst,Medium,Education,Australia,Hybrid,Senior,14,Bachelor,1
2475,Business Analyst,Startup,Retail,USA,Onsite,Entry,14,Bachelor,1
2476,Data Analyst,Medium,Retail,Singapore,Hybrid,Mid,4,Bachelor,1
2477,Data Scientist,Startup,E-commerce,UK,Remote,Mid,9,Master,1
2478,Data Engineer,Startup,Education,UK,Hybrid,Entry,6,Master,0
2479,Data Scientist,Medium,Healthcare,USA,Remote,Mid,10,PhD,0
2480,AI Engineer,Medium,Finance,USA,Onsite,Mid,4,Bachelor,1
2481,Data Engineer,MNC,Finance,Singapore,Onsite,Senior,9,Bachelor,0
2482,Business Analyst,Startup,Technology,Australia,Remote,Mid,13,Bachelor,0
2483,Business Analyst,Enterprise,E-commerce,Germany,Onsite,Senior,6,Bachelor,0
2484,Machine Learning Engineer,Medium,Technology,India,Onsite,Entry,2,Master,0
2485,Data Scientist,Startup,Retail,UK,Onsite,Entry,5,Master,0
2486,Data Analyst,Medium,Technology,India,Onsite,Entry,3,Bachelor,1
2487,Business Analyst,Startup,E-commerce,Singapore,Remote,Entry,0,Master,1
2488,AI Engineer,MNC,Healthcare,Singapore,Onsite,Entry,4,Bachelor,0
2489,Data Analyst,Medium,Technology,UK,Hybrid,Mid,10,Bachelor,1
2490,AI Engineer,Medium,E-commerce,Australia,Onsite,Senior,10,Master,0
2491,Data Engineer,Enterprise,Finance,Germany,Hybrid,Senior,14,Bachelor,0
2492,Data Scientist,Enterprise,Education,India,Remote,Entry,4,PhD,0
2493,Business Analyst,Enterprise,E-commerce,Australia,Onsite,Mid,7,Master,1
2494,Data Analyst,Startup,Education,USA,Onsite,Mid,2,Master,1
2495,Machine Learning Engineer,MNC,E-commerce,USA,Remote,Mid,11,Master,0
2496,Data Engineer,MNC,Technology,Singapore,Onsite,Entry,2,Master,1
2497,AI Engineer,Startup,Retail,India,Remote,Senior,14,Bachelor,1
2498,Business Analyst,Medium,E-commerce,Australia,Remote,Mid,1,Master,1
2499,Data Engineer,MNC,Retail,Canada,Remote,Senior,0,Bachelor,1
2500,Machine Learning Engineer,Medium,Finance,UK,Remote,Entry,8,Master,0
